access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,87253.7421,5657.3321,0.0107,131072.0000,16384.0000,0.0065,0.0905,0.0052,0.0939,8,0
read,65686.3441,4210.5541,0.0147,131072.0000,16384.0000,0.0063,0.1216,0.0042,0.1247,8,0
write,90268.0961,5855.0437,0.0105,131072.0000,16384.0000,0.0064,0.0874,0.0031,0.0908,8,1
read,65832.5862,4221.2142,0.0145,131072.0000,16384.0000,0.0063,0.1213,0.0052,0.1244,8,1
write,90707.7645,5881.8731,0.0105,131072.0000,16384.0000,0.0064,0.0870,0.0033,0.0903,8,2
read,65716.8728,4215.5133,0.0146,131072.0000,16384.0000,0.0064,0.1215,0.0045,0.1247,8,2
write,89872.8493,5833.7620,0.0104,131072.0000,16384.0000,0.0066,0.0878,0.0046,0.0912,8,3
read,65548.5024,4207.1720,0.0146,131072.0000,16384.0000,0.0066,0.1217,0.0051,0.1250,8,3
write,90219.2701,5861.8201,0.0103,131072.0000,16384.0000,0.0068,0.0873,0.0049,0.0908,8,4
read,65444.8769,4204.1657,0.0145,131072.0000,16384.0000,0.0067,0.1218,0.0057,0.1252,8,4
write,89674.1806,5820.8904,0.0107,131072.0000,16384.0000,0.0067,0.0880,0.0028,0.0914,8,5
read,65911.3880,4232.5874,0.0147,131072.0000,16384.0000,0.0067,0.1210,0.0037,0.1243,8,5
write,89534.9110,5816.8541,0.0105,131072.0000,16384.0000,0.0068,0.0880,0.0042,0.0915,8,6
read,65945.9231,4234.9412,0.0145,131072.0000,16384.0000,0.0066,0.1209,0.0048,0.1242,8,6
write,89162.7008,5780.8552,0.0104,131072.0000,16384.0000,0.0065,0.0886,0.0052,0.0919,8,7
read,65761.1458,4219.8622,0.0144,131072.0000,16384.0000,0.0064,0.1213,0.0059,0.1246,8,7
write,90186.3543,5851.0874,0.0104,131072.0000,16384.0000,0.0065,0.0875,0.0042,0.0908,8,8
read,65826.6584,4224.8018,0.0146,131072.0000,16384.0000,0.0064,0.1212,0.0047,0.1244,8,8
write,90235.1446,5858.7975,0.0107,131072.0000,16384.0000,0.0067,0.0874,0.0019,0.0908,8,9
read,65978.8474,4237.6739,0.0145,131072.0000,16384.0000,0.0066,0.1208,0.0049,0.1242,8,9
