access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,405307.4730,205000.4340,0.0048,131072.0000,2048.0000,0.0075,0.3197,0.0126,0.3234,128,0
read,231440.2711,116427.1185,0.0086,131072.0000,2048.0000,0.0068,0.5629,0.0140,0.5663,128,0
write,413641.9624,208994.9621,0.0048,131072.0000,2048.0000,0.0065,0.3136,0.0093,0.3169,128,1
read,233147.0356,117248.8233,0.0086,131072.0000,2048.0000,0.0065,0.5589,0.0100,0.5622,128,1
write,414851.8124,209556.9196,0.0048,131072.0000,2048.0000,0.0063,0.3127,0.0102,0.3159,128,2
read,233026.8646,117169.6073,0.0086,131072.0000,2048.0000,0.0062,0.5593,0.0118,0.5625,128,2
write,414758.5440,209555.6415,0.0048,131072.0000,2048.0000,0.0063,0.3127,0.0107,0.3160,128,3
read,232710.7238,117011.3964,0.0086,131072.0000,2048.0000,0.0063,0.5601,0.0123,0.5632,128,3
write,413008.6499,208724.0664,0.0048,131072.0000,2048.0000,0.0066,0.3140,0.0114,0.3174,128,4
read,233073.6929,117218.0238,0.0086,131072.0000,2048.0000,0.0064,0.5591,0.0115,0.5624,128,4
write,415702.8642,210218.4849,0.0047,131072.0000,2048.0000,0.0069,0.3118,0.0102,0.3153,128,5
read,232468.4543,116962.8020,0.0086,131072.0000,2048.0000,0.0070,0.5603,0.0128,0.5638,128,5
write,415601.3579,210030.3930,0.0048,131072.0000,2048.0000,0.0066,0.3120,0.0103,0.3154,128,6
read,232092.2761,116724.8456,0.0086,131072.0000,2048.0000,0.0065,0.5615,0.0120,0.5647,128,6
write,414163.6160,209275.8026,0.0048,131072.0000,2048.0000,0.0065,0.3132,0.0122,0.3165,128,7
read,232249.7438,116797.7040,0.0086,131072.0000,2048.0000,0.0064,0.5611,0.0110,0.5644,128,7
write,419502.7325,212009.6310,0.0047,131072.0000,2048.0000,0.0065,0.3091,0.0078,0.3124,128,8
read,231313.1903,116328.1313,0.0086,131072.0000,2048.0000,0.0065,0.5634,0.0123,0.5666,128,8
write,416429.3080,210370.8434,0.0047,131072.0000,2048.0000,0.0063,0.3115,0.0091,0.3148,128,9
read,232535.7117,116922.3044,0.0086,131072.0000,2048.0000,0.0062,0.5605,0.0124,0.5637,128,9
