access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,162815.8851,10223.9857,0.0962,131072.0000,16384.0000,0.0072,0.8013,0.0314,0.8050,32,0
read,141090.4085,8849.9779,0.1121,131072.0000,16384.0000,0.0069,0.9257,0.0477,0.9290,32,0
write,162588.4619,10205.2890,0.0982,131072.0000,16384.0000,0.0066,0.8027,0.0275,0.8062,32,1
read,141835.9019,8896.1282,0.1122,131072.0000,16384.0000,0.0066,0.9209,0.0244,0.9241,32,1
write,162909.1470,10223.5537,0.0984,131072.0000,16384.0000,0.0064,0.8013,0.0268,0.8046,32,2
read,139868.1841,8770.9517,0.1140,131072.0000,16384.0000,0.0063,0.9340,0.0357,0.9371,32,2
write,162348.6317,10189.4730,0.0985,131072.0000,16384.0000,0.0066,0.8040,0.0253,0.8073,32,3
read,139980.7947,8779.8381,0.1105,131072.0000,16384.0000,0.0066,0.9330,0.0604,0.9364,32,3
write,162042.1349,10169.6890,0.0992,131072.0000,16384.0000,0.0066,0.8055,0.0344,0.8089,32,4
read,140521.3598,8813.7103,0.1137,131072.0000,16384.0000,0.0065,0.9295,0.0355,0.9328,32,4
write,162277.4671,10183.6444,0.0985,131072.0000,16384.0000,0.0064,0.8044,0.0300,0.8077,32,5
read,140941.4182,8839.5025,0.1134,131072.0000,16384.0000,0.0064,0.9267,0.0372,0.9300,32,5
write,161295.9561,10121.3894,0.0988,131072.0000,16384.0000,0.0064,0.8094,0.0346,0.8126,32,6
read,139409.8250,8741.8816,0.1148,131072.0000,16384.0000,0.0061,0.9371,0.0288,0.9402,32,6
write,161934.8361,10164.6047,0.0980,131072.0000,16384.0000,0.0068,0.8059,0.0282,0.8094,32,7
read,140083.1276,8786.1918,0.1138,131072.0000,16384.0000,0.0066,0.9324,0.0401,0.9357,32,7
write,162106.0662,10173.8836,0.0970,131072.0000,16384.0000,0.0066,0.8052,0.0292,0.8086,32,8
read,140528.2923,8813.2649,0.1139,131072.0000,16384.0000,0.0064,0.9295,0.0442,0.9327,32,8
write,162064.7774,10170.1315,0.0984,131072.0000,16384.0000,0.0065,0.8055,0.0264,0.8088,32,9
read,140354.9325,8802.4499,0.1133,131072.0000,16384.0000,0.0064,0.9306,0.0406,0.9339,32,9
