access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,723700.4812,365439.9584,0.0051,131072.0000,2048.0000,0.0069,0.3587,0.0351,0.3622,256,0
read,384226.0462,193048.5062,0.0103,131072.0000,2048.0000,0.0066,0.6790,0.0226,0.6823,256,0
write,731614.2705,369315.5987,0.0051,131072.0000,2048.0000,0.0067,0.3549,0.0324,0.3583,256,1
read,387342.9253,194612.0946,0.0103,131072.0000,2048.0000,0.0074,0.6735,0.0173,0.6768,256,1
write,755403.4497,381280.5300,0.0051,131072.0000,2048.0000,0.0065,0.3438,0.0217,0.3470,256,2
read,386750.9318,194296.1179,0.0104,131072.0000,2048.0000,0.0064,0.6746,0.0181,0.6778,256,2
write,742287.3332,374599.4699,0.0051,131072.0000,2048.0000,0.0065,0.3499,0.0266,0.3532,256,3
read,384764.6794,193289.0518,0.0103,131072.0000,2048.0000,0.0065,0.6781,0.0216,0.6813,256,3
write,700292.8701,353466.1588,0.0054,131072.0000,2048.0000,0.0068,0.3708,0.0303,0.3743,256,4
read,387457.4454,194682.3211,0.0103,131072.0000,2048.0000,0.0066,0.6733,0.0165,0.6766,256,4
write,763140.0837,385255.5476,0.0050,131072.0000,2048.0000,0.0079,0.3402,0.0188,0.3435,256,5
read,388359.7257,195129.1917,0.0103,131072.0000,2048.0000,0.0065,0.6717,0.0161,0.6750,256,5
write,765415.4417,386360.4868,0.0050,131072.0000,2048.0000,0.0064,0.3392,0.0173,0.3425,256,6
read,388531.2676,195184.6837,0.0103,131072.0000,2048.0000,0.0074,0.6715,0.0149,0.6747,256,6
write,765804.0773,386750.5237,0.0051,131072.0000,2048.0000,0.0068,0.3389,0.0160,0.3423,256,7
read,387668.9190,194802.0778,0.0104,131072.0000,2048.0000,0.0067,0.6728,0.0155,0.6762,256,7
write,778794.6467,393180.9406,0.0051,131072.0000,2048.0000,0.0064,0.3334,0.0119,0.3366,256,8
read,388258.5184,195053.1060,0.0103,131072.0000,2048.0000,0.0064,0.6720,0.0169,0.6752,256,8
write,779191.4691,393523.4590,0.0051,131072.0000,2048.0000,0.0067,0.3331,0.0125,0.3364,256,9
read,387130.0352,194513.8352,0.0103,131072.0000,2048.0000,0.0066,0.6738,0.0192,0.6771,256,9
