access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,523623.1220,262277.5680,0.0349,131072.0000,2048.0000,0.0078,2.2489,0.0653,2.2529,192,0
read,286061.3978,143157.9630,0.0638,131072.0000,2048.0000,0.0074,4.1201,0.0523,4.1238,192,0
write,489921.0001,245315.4589,0.0373,131072.0000,2048.0000,0.0071,2.4043,0.0502,2.4078,192,1
read,286758.0209,143502.6500,0.0637,131072.0000,2048.0000,0.0072,4.1102,0.0397,4.1137,192,1
write,530272.9949,265553.4690,0.0344,131072.0000,2048.0000,0.0068,2.2211,0.0373,2.2246,192,2
read,289640.9716,144941.5212,0.0632,131072.0000,2048.0000,0.0068,4.0694,0.0388,4.0728,192,2
write,528389.5037,264591.0480,0.0347,131072.0000,2048.0000,0.0068,2.2292,0.0433,2.2325,192,3
read,293129.9181,146695.7834,0.0627,131072.0000,2048.0000,0.0071,4.0207,0.0474,4.0243,192,3
write,532550.3545,266685.9660,0.0344,131072.0000,2048.0000,0.0069,2.2117,0.0325,2.2151,192,4
read,287572.0230,143906.7211,0.0638,131072.0000,2048.0000,0.0069,4.0987,0.0526,4.1021,192,4
write,528121.9439,264464.9521,0.0346,131072.0000,2048.0000,0.0068,2.2303,0.0286,2.2337,192,5
read,287762.1871,144005.0979,0.0637,131072.0000,2048.0000,0.0071,4.0959,0.0427,4.0994,192,5
write,531537.9415,266155.2598,0.0343,131072.0000,2048.0000,0.0063,2.2161,0.0415,2.2193,192,6
read,287228.9763,143727.7450,0.0638,131072.0000,2048.0000,0.0065,4.1038,0.0424,4.1070,192,6
write,532075.6495,266428.4255,0.0345,131072.0000,2048.0000,0.0067,2.2138,0.0372,2.2171,192,7
read,288202.7699,144220.4893,0.0636,131072.0000,2048.0000,0.0068,4.0897,0.0417,4.0931,192,7
write,527019.8272,263911.6169,0.0345,131072.0000,2048.0000,0.0067,2.2349,0.0388,2.2383,192,8
read,288164.7010,144199.8516,0.0637,131072.0000,2048.0000,0.0067,4.0903,0.0369,4.0937,192,8
write,532371.2886,266614.8320,0.0344,131072.0000,2048.0000,0.0071,2.2123,0.0371,2.2158,192,9
read,287341.7046,143793.8174,0.0638,131072.0000,2048.0000,0.0070,4.1019,0.0405,4.1054,192,9
