access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,337611.9920,21149.7183,0.2167,131072.0000,16384.0000,0.0074,1.7430,0.0949,1.7470,96,0
read,233412.7537,14609.2085,0.3008,131072.0000,16384.0000,0.0072,2.5233,0.6777,2.5270,96,0
write,335595.2091,21017.5843,0.2164,131072.0000,16384.0000,0.0069,1.7540,0.0767,1.7575,96,1
read,232573.6404,14557.8842,0.2917,131072.0000,16384.0000,0.0077,2.5322,0.6438,2.5361,96,1
write,334927.8235,20972.8029,0.2170,131072.0000,16384.0000,0.0065,1.7577,0.0935,1.7610,96,2
read,230458.8786,14423.3425,0.2656,131072.0000,16384.0000,0.0069,2.5559,0.7779,2.5593,96,2
write,336499.2590,21072.2224,0.2150,131072.0000,16384.0000,0.0066,1.7494,0.0894,1.7528,96,3
read,258953.4495,16210.9752,0.2696,131072.0000,16384.0000,0.0073,2.2740,0.5575,2.2777,96,3
write,336094.9052,21046.6454,0.2172,131072.0000,16384.0000,0.0067,1.7515,0.0921,1.7549,96,4
read,263973.5131,16525.0812,0.2683,131072.0000,16384.0000,0.0071,2.2308,0.4417,2.2344,96,4
write,335825.9970,21033.1720,0.2151,131072.0000,16384.0000,0.0071,1.7527,0.0778,1.7563,96,5
read,273733.6395,17136.8975,0.2548,131072.0000,16384.0000,0.0072,2.1511,0.3717,2.1547,96,5
write,336658.1119,21080.9707,0.2159,131072.0000,16384.0000,0.0065,1.7487,0.0815,1.7520,96,6
read,256541.8358,16057.7617,0.2650,131072.0000,16384.0000,0.0068,2.2957,0.6197,2.2991,96,6
write,336968.6946,21100.8676,0.2160,131072.0000,16384.0000,0.0065,1.7470,0.0961,1.7504,96,7
read,249865.5089,15638.6411,0.2688,131072.0000,16384.0000,0.0067,2.3572,0.5169,2.3606,96,7
write,336877.1524,21095.2797,0.2175,131072.0000,16384.0000,0.0066,1.7475,0.0948,1.7509,96,8
read,246678.4735,15439.8758,0.2704,131072.0000,16384.0000,0.0069,2.3876,0.4572,2.3911,96,8
write,336769.7970,21087.6640,0.2170,131072.0000,16384.0000,0.0063,1.7481,0.0876,1.7514,96,9
read,233451.6519,14610.0602,0.2923,131072.0000,16384.0000,0.0066,2.5232,0.6724,2.5265,96,9
