access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter
write,743769.4764,372792.8288,0.0220,131072.0000,2048.0000,0.0066,1.4064,0.0316,1.4098,256,0
read,386339.6481,193398.3401,0.0422,131072.0000,2048.0000,0.0064,2.7109,0.0371,2.7141,256,0
write,746766.5522,374291.7010,0.0217,131072.0000,2048.0000,0.0066,1.4007,0.0329,1.4042,256,1
read,385485.0641,193077.6262,0.0423,131072.0000,2048.0000,0.0094,2.7154,0.0342,2.7201,256,1
write,696229.1015,348870.3962,0.0232,131072.0000,2048.0000,0.0064,1.5028,0.0363,1.5061,256,2
read,386733.0775,193595.2992,0.0420,131072.0000,2048.0000,0.0064,2.7082,0.0311,2.7114,256,2
write,748933.7022,375365.1844,0.0217,131072.0000,2048.0000,0.0065,1.3967,0.0296,1.4001,256,3
read,386050.4804,193258.3224,0.0421,131072.0000,2048.0000,0.0065,2.7129,0.0389,2.7162,256,3
write,747928.8069,374880.4547,0.0216,131072.0000,2048.0000,0.0067,1.3985,0.0258,1.4020,256,4
read,390776.0164,195634.5972,0.0414,131072.0000,2048.0000,0.0067,2.6799,0.0392,2.6833,256,4
write,744014.4537,372892.2662,0.0217,131072.0000,2048.0000,0.0065,1.4060,0.0285,1.4093,256,5
read,394344.1100,197415.8685,0.0411,131072.0000,2048.0000,0.0065,2.6558,0.0394,2.6590,256,5
write,736143.4777,368934.7872,0.0220,131072.0000,2048.0000,0.0065,1.4211,0.0284,1.4244,256,6
read,387555.7765,194013.3919,0.0420,131072.0000,2048.0000,0.0065,2.7023,0.0332,2.7056,256,6
write,750169.7605,375936.6914,0.0215,131072.0000,2048.0000,0.0062,1.3946,0.0278,1.3978,256,7
read,387901.4578,194173.1073,0.0420,131072.0000,2048.0000,0.0061,2.7001,0.0299,2.7032,256,7
write,750330.1232,376087.9122,0.0216,131072.0000,2048.0000,0.0067,1.3941,0.0268,1.3975,256,8
read,385111.2648,192796.2522,0.0422,131072.0000,2048.0000,0.0067,2.7194,0.0380,2.7228,256,8
write,750707.8156,376300.3539,0.0216,131072.0000,2048.0000,0.0068,1.3933,0.0271,1.3968,256,9
read,387536.7551,194010.8757,0.0421,131072.0000,2048.0000,0.0066,2.7024,0.0298,2.7057,256,9
